,LotFrontage,MasVnrArea,GarageYrBlt,Alley,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature
180,70.04995836802665,456.0,2000.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
181,54.0,0.0,1920.0,Grvl,None,Fa,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,Fa,TA,missing,missing,missing
182,60.0,98.0,1957.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
183,63.0,0.0,2003.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
184,92.0,0.0,1986.0,Grvl,None,Fa,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,MnPrv,missing
185,90.0,0.0,1993.0,Grvl,None,TA,TA,Mn,Unf,Unf,SBrkr,TA,Detchd,Unf,Ex,TA,missing,GdPrv,missing
186,70.04995836802665,0.0,1990.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,GdPrv,missing
187,60.0,0.0,1916.0,Grvl,None,Fa,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,Fa,Fa,missing,MnPrv,missing
188,64.0,275.0,1979.0,Grvl,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
189,41.0,0.0,2001.0,Grvl,None,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
190,70.0,0.0,1932.0,Grvl,None,Gd,Gd,No,Rec,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
191,70.04995836802665,138.0,1972.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
192,68.0,0.0,1999.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
193,24.0,50.0,2004.0,Grvl,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
194,60.0,0.0,1989.0,Grvl,None,TA,TA,Av,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
195,24.0,0.0,1976.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
196,79.0,205.0,2007.0,Grvl,Stone,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
197,174.0,0.0,1918.0,Grvl,None,TA,TA,No,GLQ,LwQ,SBrkr,Ex,Detchd,Unf,TA,TA,Ex,GdPrv,missing
198,92.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,MnPrv,missing
199,76.0,262.0,2004.0,Grvl,BrkFace,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
200,80.0,0.0,2003.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
201,75.0,0.0,1980.0,Grvl,None,TA,TA,No,ALQ,LwQ,SBrkr,Fa,Detchd,Unf,TA,TA,missing,MnPrv,missing
202,50.0,0.0,1924.0,Grvl,None,Fa,TA,No,LwQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
203,70.04995836802665,205.0,2004.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
204,50.0,0.0,1948.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnWw,missing
205,99.0,0.0,1990.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
206,40.0,0.0,1962.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
207,70.04995836802665,0.0,1960.0,Grvl,None,TA,TA,No,ALQ,Rec,SBrkr,Po,Attchd,RFn,TA,TA,missing,GdWo,missing
208,70.04995836802665,128.0,1988.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
209,75.0,260.0,1964.0,Grvl,Stone,Gd,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,Gd,missing,MnPrv,missing
210,67.0,0.0,1980.0,Grvl,None,TA,TA,No,Rec,Unf,FuseA,Gd,missing,missing,missing,missing,missing,missing,missing
211,83.0,0.0,2009.0,Grvl,None,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
212,72.0,0.0,2009.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
213,43.0,0.0,1996.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
214,70.04995836802665,153.0,1977.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,MnPrv,Shed
215,72.0,64.0,1957.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Fa,Attchd,Unf,TA,TA,missing,MnPrv,missing
216,65.0,266.0,2004.0,Grvl,BrkFace,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
217,57.0,0.0,1940.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
218,70.04995836802665,312.0,1939.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
219,43.0,16.0,2005.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
220,73.0,0.0,2006.0,Grvl,None,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
221,70.04995836802665,0.0,2002.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,RFn,TA,TA,missing,missing,missing
222,85.0,0.0,1975.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,MnPrv,missing
223,70.0,0.0,1989.0,Grvl,None,TA,TA,No,ALQ,LwQ,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
224,103.0,922.0,2003.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
225,21.0,142.0,1991.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
226,82.0,290.0,1995.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
227,21.0,127.0,1987.0,Grvl,BrkFace,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
228,70.0,0.0,1974.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Fa,Detchd,Unf,TA,TA,missing,MnPrv,missing
229,43.0,16.0,2005.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
230,73.0,220.0,1959.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
231,174.0,506.0,1995.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
232,21.0,297.0,1972.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Po,Attchd,Unf,TA,TA,missing,missing,missing
233,75.0,0.0,1976.0,Grvl,None,TA,Gd,Av,LwQ,ALQ,SBrkr,Gd,Attchd,Unf,TA,TA,missing,MnPrv,missing
234,70.04995836802665,0.0,2002.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
235,21.0,604.0,1971.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
236,65.0,98.0,2004.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
237,70.04995836802665,0.0,1993.0,Grvl,None,Gd,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
238,93.0,254.0,2007.0,Grvl,BrkFace,Ex,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
239,52.0,0.0,1949.0,Grvl,None,TA,Fa,No,LwQ,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
240,75.0,36.0,2008.0,Grvl,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
241,40.0,0.0,1980.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
242,63.0,0.0,1940.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Attchd,Unf,Fa,TA,missing,missing,missing
243,75.0,0.0,1980.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
244,70.04995836802665,0.0,1994.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA,missing,missing,missing
245,80.0,102.0,1988.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
246,69.0,0.0,1910.0,Grvl,None,Fa,TA,No,Unf,Unf,FuseP,Gd,Detchd,Unf,Po,Po,missing,missing,missing
247,75.0,0.0,1954.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
248,72.0,101.0,2003.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
249,70.04995836802665,472.0,1958.0,Grvl,BrkCmn,Gd,TA,Gd,Rec,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,Shed
250,55.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,GdWo,Shed
251,44.0,481.0,2006.0,Grvl,Stone,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
252,65.0,0.0,2004.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
253,85.0,108.0,1964.0,Grvl,BrkFace,Gd,TA,Gd,LwQ,ALQ,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
254,70.0,0.0,1957.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
255,66.0,302.0,1999.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
256,64.0,0.0,2003.0,Grvl,None,Gd,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
257,68.0,180.0,2006.0,Grvl,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
258,80.0,172.0,2001.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
259,70.0,0.0,1956.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
260,120.0,399.0,1991.0,Grvl,BrkFace,TA,TA,Gd,Rec,ALQ,SBrkr,TA,Attchd,Unf,TA,TA,missing,GdWo,missing
261,69.0,270.0,2007.0,Grvl,Stone,Ex,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
262,88.0,46.0,1978.0,Grvl,BrkFace,Gd,Gd,Av,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,GdWo,missing
263,50.0,0.0,1974.0,Grvl,None,TA,TA,No,LwQ,ALQ,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
264,30.0,0.0,1965.0,Grvl,None,Fa,TA,No,Unf,Unf,FuseP,Gd,Detchd,Unf,TA,TA,missing,missing,missing
265,78.0,210.0,1981.0,Grvl,BrkFace,Gd,TA,No,GLQ,LwQ,SBrkr,TA,Attchd,Fin,TA,TA,missing,GdPrv,missing
266,70.0,0.0,1997.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
267,60.0,0.0,1939.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
268,71.0,0.0,1966.0,Grvl,None,TA,TA,No,ALQ,Rec,SBrkr,Gd,Detchd,Fin,Ex,Ex,missing,missing,missing
269,70.04995836802665,174.0,1987.0,Grvl,BrkFace,TA,Gd,No,BLQ,Unf,SBrkr,Fa,Attchd,RFn,TA,Gd,missing,GdPrv,missing
270,84.0,0.0,2006.0,Grvl,None,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
271,73.0,0.0,1954.0,Grvl,None,Gd,TA,Gd,LwQ,GLQ,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
272,92.0,348.0,1999.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
273,80.0,183.0,1958.0,Grvl,BrkCmn,TA,TA,No,Rec,LwQ,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
274,76.0,0.0,1982.0,Grvl,None,TA,TA,Gd,ALQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
275,55.0,0.0,1978.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
276,129.0,0.0,2003.0,Grvl,None,Ex,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
277,140.0,0.0,1951.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
278,107.0,315.0,2007.0,Grvl,BrkFace,Ex,TA,Gd,Unf,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
279,83.0,299.0,1977.0,Grvl,BrkFace,Gd,TA,No,BLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
280,82.0,340.0,1989.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
281,60.0,68.0,2006.0,Pave,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
282,34.0,166.0,2008.0,Grvl,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
283,74.0,72.0,2008.0,Grvl,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
284,50.0,0.0,1992.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
285,35.0,0.0,2006.0,Pave,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,RFn,TA,TA,missing,missing,missing
286,77.0,0.0,1962.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,GdPrv,missing
287,70.04995836802665,0.0,1980.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
288,70.04995836802665,31.0,1970.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
289,60.0,0.0,2003.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
290,120.0,0.0,2006.0,Grvl,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,Gd,TA,missing,missing,missing
291,55.0,0.0,1980.0,Grvl,None,TA,Fa,No,Rec,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
292,60.0,0.0,1949.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
293,70.04995836802665,34.0,1977.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
294,80.0,238.0,1953.0,Grvl,Stone,TA,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
295,37.0,0.0,1984.0,Grvl,None,TA,TA,Av,GLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,GdPrv,missing
296,75.0,0.0,1950.0,Grvl,None,TA,TA,No,BLQ,Unf,FuseA,Gd,Attchd,Unf,TA,TA,missing,MnPrv,missing
297,66.0,1600.0,1997.0,Pave,BrkFace,Gd,TA,No,BLQ,Unf,SBrkr,TA,Detchd,RFn,TA,TA,missing,missing,missing
298,90.0,365.0,1968.0,Grvl,BrkFace,TA,TA,No,ALQ,Rec,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
299,80.0,0.0,1950.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,GdPrv,missing
300,90.0,56.0,1953.0,Grvl,BrkFace,TA,TA,Mn,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
301,66.0,0.0,1998.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
302,118.0,150.0,2001.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
303,70.0,0.0,1975.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,GdWo,missing
304,87.0,0.0,2003.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Ex,Attchd,Unf,TA,TA,missing,missing,missing
305,80.0,246.0,2004.0,Grvl,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
306,116.0,246.0,1990.0,Grvl,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
307,70.04995836802665,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,missing,missing,missing,missing,missing,MnPrv,missing
308,70.04995836802665,0.0,1961.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
309,90.0,0.0,2003.0,Grvl,None,Ex,TA,Gd,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
310,70.04995836802665,112.0,1993.0,Grvl,BrkFace,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
311,50.0,0.0,1948.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
312,65.0,0.0,1939.0,Grvl,None,Gd,TA,Mn,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
313,150.0,0.0,1965.0,Grvl,None,Gd,TA,Gd,ALQ,Rec,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
314,60.0,0.0,1925.0,Grvl,None,TA,Gd,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,Fa,TA,missing,missing,missing
315,71.0,0.0,2004.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
316,94.0,278.0,1983.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,GdPrv,missing
317,75.0,0.0,2006.0,Grvl,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
318,90.0,256.0,1993.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
319,70.04995836802665,225.0,1980.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
320,111.0,370.0,2006.0,Grvl,Stone,Ex,Gd,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
321,99.0,388.0,2004.0,Grvl,BrkFace,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
322,86.0,172.0,1987.0,Grvl,BrkFace,TA,TA,Gd,LwQ,ALQ,SBrkr,TA,Attchd,Fin,TA,TA,missing,MnPrv,missing
323,49.0,0.0,1955.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Unf,Fa,TA,missing,missing,missing
324,96.0,300.0,1961.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
325,50.0,0.0,1941.0,Grvl,None,TA,TA,Av,BLQ,Unf,FuseF,Gd,Detchd,Unf,TA,TA,missing,missing,missing
326,32.0,0.0,1993.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
327,80.0,175.0,1960.0,Grvl,BrkFace,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
328,70.04995836802665,0.0,1930.0,Pave,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
329,60.0,0.0,1920.0,Grvl,None,TA,TA,Mn,Unf,Unf,SBrkr,Gd,Detchd,Unf,Fa,Fa,missing,GdWo,missing
330,70.04995836802665,84.0,2002.0,Grvl,BrkFace,TA,TA,No,GLQ,Rec,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
331,70.0,0.0,1958.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
332,85.0,296.0,2003.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
333,59.0,146.0,2004.0,Grvl,Stone,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
334,59.0,0.0,1998.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
335,70.04995836802665,0.0,1965.0,Grvl,None,TA,TA,Gd,ALQ,BLQ,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,Shed
336,86.0,200.0,2005.0,Grvl,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
337,70.0,113.0,2002.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
338,91.0,0.0,1984.0,Grvl,None,Gd,TA,Mn,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,Shed
339,66.0,176.0,1958.0,Grvl,BrkFace,TA,Fa,No,Rec,Unf,FuseA,Gd,Attchd,Unf,TA,TA,missing,missing,missing
340,85.0,0.0,2002.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
341,60.0,0.0,1950.0,Grvl,None,TA,Fa,No,Unf,Unf,SBrkr,Gd,CarPort,Unf,TA,TA,missing,missing,missing
342,70.04995836802665,340.0,1949.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
343,63.0,616.0,2005.0,Grvl,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,Ex,Attchd,RFn,TA,TA,missing,missing,missing
344,36.0,0.0,1976.0,Grvl,None,Gd,TA,No,Rec,BLQ,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
345,65.0,0.0,1939.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
346,70.04995836802665,0.0,1960.0,Grvl,None,TA,TA,Mn,BLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,Gar2
347,70.04995836802665,30.0,1960.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,FuseA,Gd,Attchd,Unf,TA,TA,missing,missing,missing
348,36.0,106.0,2003.0,Grvl,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,BuiltIn,RFn,TA,TA,missing,missing,missing
349,56.0,870.0,2006.0,Grvl,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
350,68.0,362.0,2007.0,Grvl,BrkFace,Ex,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
351,70.04995836802665,0.0,1986.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
352,60.0,0.0,1941.0,Grvl,None,TA,Fa,Mn,LwQ,Rec,SBrkr,Gd,Detchd,Unf,TA,Fa,missing,missing,missing
353,60.0,0.0,2005.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
354,60.0,0.0,1940.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
355,105.0,0.0,1995.0,Grvl,None,Gd,Gd,No,ALQ,BLQ,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
356,70.04995836802665,106.0,1992.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
357,44.0,0.0,1976.0,Grvl,None,Gd,TA,No,ALQ,Unf,SBrkr,Po,Attchd,Fin,TA,TA,missing,MnPrv,missing
358,92.0,120.0,1958.0,Grvl,BrkFace,TA,TA,Av,BLQ,Rec,FuseF,Gd,BuiltIn,Unf,TA,TA,missing,missing,missing
359,78.0,530.0,1998.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
360,70.04995836802665,0.0,1978.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,MnPrv,missing
